,party_rk,date_time,story_id,category,event,food recommendation,like travelling,recommend_destination,investment interest
4260,93804,2019-08-29 08:29:21,3237,16,favorite,0,0,,0
4261,19043,2019-07-24 14:16:16,2744,16,like,0,0,,0
4262,27948,2019-05-22 21:19:18,2562,51,favorite,1,0,,0
4263,39486,2019-05-22 22:47:19,2383,9,like,0,0,,0
4264,54154,2019-05-23 09:08:54,2264,15,favorite,0,0,,0
4265,26510,2019-06-18 21:48:18,2759,71,favorite,0,0,,0
4266,33952,2019-06-18 22:05:12,1717,15,favorite,0,0,,0
4267,76345,2019-06-19 01:12:34,2771,54,175,0,0,,0
4268,27622,2019-06-19 04:00:19,1717,15,favorite,0,0,,0
4269,56354,2019-12-09 22:20:07,3840,39,favorite,0,0,,0
4270,75706,2019-10-07 21:43:27,3510,81,like,0,0,,0
4271,85949,2019-10-07 21:53:08,2401,16,dislike,0,0,,0
4272,85949,2019-10-07 21:53:10,2401,16,like,0,0,,0
4273,57864,2019-02-14 19:20:56,224,28,77],0,0,,0
4274,82733,2019-02-14 19:31:04,617,31,like,0,0,,0
4275,29140,2019-02-14 21:13:33,4136,68,like,0,0,,0
4276,17955,2019-02-14 23:29:26,2041,41,like,0,0,,0
4277,37378,2019-02-14 23:22:52,2081,51,like,0,0,,0
4278,15136,2019-03-25 13:12:20,224,28,77],0,0,,0
4279,53437,2019-11-07 14:23:33,3510,81,like,0,0,,0
4280,31024,2019-11-07 18:21:46,1342,68,like,0,0,,0
4281,61223,2019-11-07 18:30:48,3710,44,like,0,0,,0
4282,89837,2019-11-07 18:32:46,3710,44,favorite,0,0,,0
4283,13568,2019-05-07 01:39:33,2397,15,like,0,0,,1
4284,45498,2019-05-07 04:22:06,2149,15,like,0,0,,0
4285,13691,2019-05-07 10:59:16,2281,71,like,0,0,,0
4286,26038,2019-04-21 17:15:18,2325,44,like,0,0,,0
4287,27690,2019-04-22 09:55:31,2356,45,176,0,0,,0
4288,14318,2019-03-20 09:41:40,192,2,14],0,0,,0
4289,6070,2019-03-20 13:51:14,2228,49,like,0,0,,0
4290,5910,2019-03-20 13:58:40,2146,81,dislike,0,0,,0
4291,34650,2019-05-30 07:13:15,2527,78,like,0,0,,0
4292,68478,2019-10-10 10:49:57,2831,28,77],0,0,,0
4293,3645,2019-04-14 21:36:55,2206,53,like,0,0,,0
4294,7750,2019-04-14 22:09:49,2358,44,favorite,0,0,,0
4295,6201,2019-04-14 23:07:35,2358,44,favorite,0,0,,0
4296,56699,2019-04-15 05:34:22,2358,44,favorite,0,0,,0
4297,39841,2019-04-15 06:43:29,2358,44,favorite,0,0,,0
4298,3645,2019-01-03 23:46:05,1894,81,like,0,0,,0
4299,27099,2019-01-04 09:43:26,971,81,like,0,0,,0
4300,59631,2019-01-04 12:41:37,1927,81,dislike,0,0,,0
4301,59631,2019-01-04 12:41:34,1927,81,like,0,0,,0
4302,28278,2019-12-10 12:09:28,3921,16,like,0,0,,0
4303,28278,2019-12-10 12:09:32,3912,78,like,0,0,,0
4304,82621,2019-12-10 12:21:53,3921,16,like,0,0,,0
4305,66389,2019-03-26 10:54:49,1061,66,like,0,0,,0
4306,71567,2019-03-26 16:46:20,299,28,77],0,0,,0
4307,45121,2019-03-21 16:22:59,2211,81,favorite,0,0,,0
4308,92970,2019-03-21 16:52:37,192,2,14],0,0,,0
4309,43817,2019-03-21 17:51:47,2242,40,170,0,0,,0
4310,66389,2019-08-16 21:56:32,3192,81,favorite,0,0,,0
4311,29532,2019-08-17 02:26:53,2773,71,like,0,0,,0
4312,61223,2019-02-25 15:06:30,2111,69,like,0,0,,0
4313,70289,2019-08-24 00:24:23,3200,71,favorite,0,0,,0
4314,70723,2019-03-11 01:55:53,265,2,14],0,0,,0
4315,21414,2019-03-11 04:34:40,1974,46,like,0,0,,0
4316,56464,2019-11-27 02:28:17,3818,39,like,0,0,,0
4317,19043,2019-11-27 03:00:11,3818,39,like,0,0,,0
4318,31592,2019-11-19 15:32:26,3778,62,favorite,0,0,,0
4319,11300,2019-11-19 18:58:46,3739,81,dislike,0,0,,0
4320,84985,2019-11-19 18:58:34,3753,33,favorite,0,0,,0
4321,37504,2019-11-19 19:33:36,3739,81,dislike,0,0,,0
4322,49235,2019-05-25 08:23:36,2526,81,favorite,0,0,,0
4323,40695,2019-05-25 12:38:51,2022,46,like,0,0,,0
4324,10823,2019-05-25 13:22:32,2553,74,favorite,0,0,,0
4325,89078,2019-12-24 22:05:41,3844,71,favorite,0,0,,0
4326,52998,2019-07-15 10:56:04,2544,46,favorite,0,0,,0
4327,93512,2019-07-15 13:23:20,2937,57,favorite,0,0,,0
4328,59077,2019-10-20 11:47:44,3250,28,77],0,0,,0
4329,58510,2019-10-20 13:44:36,3583,51,favorite,0,0,,0
4330,58510,2019-10-20 13:44:41,3600,49,favorite,0,0,,0
4331,1676,2019-08-08 13:31:34,2784,51,like,0,0,,0
4332,26685,2019-09-20 08:26:46,2001,81,like,0,0,,0
4333,26685,2019-09-20 08:26:45,2001,81,favorite,0,0,,0
4334,25870,2019-09-20 08:43:36,2544,46,favorite,0,0,,0
4335,18884,2019-03-14 17:29:35,2091,13,like,0,0,,0
4336,18884,2019-03-14 17:29:49,2091,13,favorite,0,0,,0
4337,16582,2019-03-14 18:03:57,265,2,14],0,0,,0
4338,52751,2019-10-04 10:26:01,3489,62,like,0,0,,0
4339,32473,2019-10-04 10:40:42,2183,73,favorite,0,0,,0
4340,9607,2019-10-04 10:33:29,2240,45,176,0,0,,0
4341,29085,2019-02-19 02:01:40,1546,4,19],0,0,,0
4342,69220,2019-02-19 13:59:05,2034,49,dislike,0,0,,0
4343,69220,2019-02-19 13:58:56,1949,81,dislike,0,0,,0
4344,69220,2019-02-19 13:59:02,299,28,77],0,0,,0
4345,69220,2019-02-19 13:59:32,2074,48,173,0,0,,0
4346,73975,2019-04-25 12:09:24,1599,11,favorite,0,0,,0
4347,29120,2019-04-25 14:57:08,125,3,153,0,0,,0
4348,50061,2019-04-25 15:32:59,2327,27,favorite,0,0,,0
4349,62852,2019-04-25 17:16:39,2327,27,like,0,0,,0
4350,93512,2019-04-25 17:21:06,2227,52,favorite,0,0,,0
4351,93512,2019-04-25 17:21:21,1702,36,favorite,0,0,,0
4352,18576,2019-04-25 18:33:52,2204,43,favorite,0,0,,0
4353,18576,2019-04-25 18:33:38,2204,43,favorite,0,0,,0
4354,18576,2019-04-25 18:33:43,2204,43,favorite,0,0,,0
4355,18576,2019-04-25 18:33:48,2204,43,favorite,0,0,,0
4356,11296,2019-08-23 08:53:24,3174,78,like,0,0,,0
4357,37890,2019-08-23 11:13:32,3224,81,like,0,0,,1
4358,55615,2019-08-23 13:34:28,2939,15,favorite,0,0,,0
4359,61179,2019-08-23 13:50:22,3224,81,favorite,0,0,,1
4360,6493,2019-01-23 23:47:12,1804,81,like,0,0,,0
4361,1780,2019-01-24 13:51:06,265,81,like,0,0,,0
4362,59572,2019-10-14 12:58:21,3494,2,14],0,0,,0
4363,21039,2019-10-14 14:12:30,2831,28,77],0,0,,0
4364,61179,2019-08-26 22:22:16,3187,50,dislike,0,0,,0
4365,19043,2019-08-27 05:35:11,3233,52,favorite,0,0,,0
4366,46549,2019-10-21 08:24:47,3583,51,favorite,0,0,,0
4367,52998,2019-10-21 10:08:03,3546,51,like,1,0,,0
4368,52998,2019-10-21 10:08:05,3546,51,favorite,1,0,,0
4369,47619,2019-10-21 10:04:28,3459,73,like,0,0,,0
4370,93847,2019-05-31 17:52:11,2526,81,favorite,0,0,,0
4371,78125,2019-05-31 18:28:47,2588,16,like,0,0,,0
4372,62445,2019-03-21 16:05:40,851,28,48,0,0,,0
4373,27690,2019-03-22 10:33:39,1930,16,favorite,0,0,,0
4374,52694,2019-03-22 11:14:12,1220,3,161,0,0,,0
4375,43530,2019-04-12 00:48:38,55,3,153,0,0,,0
4376,7750,2019-04-12 06:13:54,2303,51,favorite,0,0,,0
4377,61012,2019-07-17 13:46:20,224,28,77],0,0,,0
4378,61012,2019-07-17 13:46:27,224,28,77],0,0,,0
4379,52998,2019-07-17 14:17:15,2942,44,favorite,0,0,,0
4380,18706,2019-12-24 13:19:22,4046,39,like,0,0,,0
4381,55855,2019-12-24 13:51:31,3930,16,like,0,0,,0
4382,22161,2019-09-21 14:59:52,3402,60,164,0,0,,0
4383,9541,2019-12-22 13:15:17,3943,71,favorite,0,0,,0
4384,36679,2019-10-19 17:59:54,2205,81,favorite,0,0,,0
4385,66389,2019-10-19 18:41:46,3583,51,favorite,0,0,,0
4386,61223,2019-10-19 21:49:13,3605,73,like,0,0,,0
4387,50783,2019-10-19 22:18:35,3571,15,favorite,0,0,,0
4388,74494,2019-07-29 07:05:36,2371,20,favorite,0,0,,0
4389,7796,2019-07-29 07:23:16,2916,71,like,0,0,,0
4390,27948,2019-03-28 12:58:36,2248,50,like,0,0,,0
4391,6493,2019-03-28 22:49:12,2227,52,favorite,0,0,,0
4392,6493,2019-03-28 22:49:11,2227,52,like,0,0,,0
4393,3645,2019-01-01 10:40:01,1909,81,like,0,0,,0
4394,88147,2019-09-28 15:08:12,2401,16,like,0,0,,0
4395,60734,2019-09-28 15:53:22,3455,81,favorite,0,0,,0
4396,27690,2019-03-23 08:23:47,2220,71,favorite,0,0,,0
4397,33952,2019-03-23 09:29:49,2098,46,favorite,0,0,,0
4398,17955,2019-03-23 09:21:37,2242,40,170,0,0,,0
4399,17955,2019-03-23 09:21:38,2242,40,170,0,0,,0
4400,70840,2019-03-23 09:42:37,1770,26,favorite,0,0,,0
4401,34650,2019-03-23 10:21:04,2213,74,like,0,0,,0
4402,61109,2019-04-14 13:08:29,2325,44,like,0,0,,0
4403,55379,2019-04-14 16:03:45,2362,39,like,0,0,,0
4404,22520,2019-04-14 16:04:41,2316,49,like,0,0,,0
4405,22520,2019-04-14 16:05:45,2341,71,like,0,0,,0
4406,45131,2019-12-17 14:20:59,3835,81,favorite,0,0,,0
4407,35117,2019-02-28 20:47:56,1698,36,like,0,0,,0
4408,35117,2019-02-28 20:48:00,712,38,like,0,0,,0
4409,57164,2019-11-23 13:49:15,3787,51,favorite,0,0,,0
4410,11995,2019-11-23 17:52:30,3786,71,like,0,0,,0
4411,11995,2019-11-23 17:57:43,3788,51,like,0,0,,0
4412,53213,2019-11-23 18:16:34,3032,2,14],0,0,,0
4413,53213,2019-11-23 18:16:37,3134,15,dislike,0,0,,0
4414,79971,2019-11-23 20:57:30,2594,81,favorite,0,0,,0
4415,79971,2019-11-23 20:57:29,2594,81,like,0,0,,0
4416,88370,2019-11-23 22:10:48,1342,68,like,0,0,,0
4417,69261,2019-06-26 07:20:14,1949,81,like,0,0,,0
4418,38641,2019-06-26 09:54:42,2592,71,favorite,0,0,,0
4419,28894,2019-10-08 23:37:20,3513,49,favorite,0,0,,0
4420,19564,2019-10-09 01:13:34,2626,36,like,0,0,,0
4421,79498,2019-10-09 03:14:55,2525,52,favorite,0,0,,0
4422,53562,2019-10-09 06:58:17,2383,9,like,0,0,,0
4423,87127,2019-10-09 07:49:12,3510,81,dislike,0,0,,0
4424,27826,2019-07-12 13:10:10,2806,22,182,0,0,,0
4425,49543,2019-07-12 13:19:22,2773,71,like,0,0,,0
4426,19043,2019-07-12 13:49:45,2931,81,like,0,0,,0
4427,19043,2019-07-12 13:49:45,2931,81,favorite,0,0,,0
4428,37728,2019-07-12 14:31:31,2879,15,favorite,0,0,,0
4429,48981,2019-01-26 14:18:14,1981,81,like,0,0,,0
4430,48981,2019-01-26 14:18:09,1981,81,like,0,0,,0
4431,31067,2019-01-26 16:55:59,286,81,like,0,0,,0
4432,48293,2019-01-26 19:02:32,1974,81,like,0,0,,0
4433,61223,2019-01-26 19:38:36,1949,81,like,0,0,,0
4434,7750,2019-10-14 12:00:58,3554,49,favorite,0,0,,0
4435,76780,2019-12-19 01:02:43,3978,81,dislike,0,0,,0
4436,32268,2019-08-08 12:13:04,2981,20,favorite,0,1,,0
4437,29733,2019-08-08 12:16:46,1342,68,dislike,0,0,,0
4438,77800,2019-08-08 12:44:12,2401,16,like,0,0,,0
4439,72425,2019-08-08 13:31:59,1342,68,like,0,0,,0
4440,8049,2019-12-02 18:33:02,3829,50,like,0,0,,0
4441,8049,2019-12-02 18:33:03,3829,50,dislike,0,0,,0
4442,55721,2019-12-02 19:14:34,3858,39,dislike,0,0,,0
4443,88648,2019-10-20 22:45:28,3432,81,like,0,0,,0
4444,6314,2019-11-01 16:22:20,3679,16,favorite,0,0,,0
4445,89514,2019-11-01 17:47:30,3120,16,favorite,0,0,,0
4446,2313,2019-11-01 19:13:04,3550,71,favorite,0,0,,0
4447,19043,2019-11-01 21:35:16,3678,71,favorite,0,0,,0
4448,18709,2019-11-01 21:52:51,3569,73,favorite,0,0,,0
4449,18562,2019-11-01 22:40:07,3687,78,favorite,0,0,,0
4450,37378,2019-10-04 07:14:48,3497,81,favorite,0,0,,0
4451,19043,2019-08-12 12:14:39,3145,16,like,0,0,,0
4452,66389,2019-08-12 12:01:13,2951,53,like,0,0,,0
4453,57190,2019-03-15 13:39:02,2196,51,favorite,1,0,,0
4454,70194,2019-03-15 14:58:05,190,2,14],0,0,,0
4455,7750,2019-03-15 18:36:15,2202,81,favorite,0,0,,0
4456,7750,2019-03-15 18:39:46,2183,73,favorite,0,0,,0
4457,60734,2019-03-15 19:16:22,2202,81,favorite,0,0,,0
4458,15475,2019-03-15 19:39:34,2201,44,like,0,0,,0
4459,81000,2019-11-18 15:56:23,3648,81,like,0,0,,0
4460,46727,2019-11-18 19:00:47,2544,46,favorite,0,0,,0
4461,46954,2019-08-14 19:53:23,1342,68,like,0,0,,0
4462,66389,2019-08-14 22:13:30,3155,71,favorite,0,0,,0
4463,66389,2019-08-14 22:12:31,1342,68,like,0,0,,0
4464,73848,2019-07-11 18:59:50,2855,41,favorite,0,0,,0
4465,26731,2019-07-11 19:04:49,2930,68,like,0,0,,0
4466,10384,2019-06-11 09:13:33,2715,49,favorite,0,0,,0
4467,60566,2019-06-11 11:21:21,2211,81,favorite,0,0,,0
4468,75290,2019-06-11 11:26:44,2715,49,favorite,0,0,,0
4469,16545,2019-12-12 13:16:48,2492,15,favorite,0,0,,0
4470,7750,2019-07-11 06:25:30,2910,43,favorite,0,0,,0
4471,14096,2019-07-11 08:38:34,2599,51,favorite,1,0,,0
4472,14096,2019-07-11 08:43:58,2885,49,favorite,0,0,,0
4473,61223,2019-07-11 08:32:52,2908,78,like,0,0,,0
4474,61223,2019-07-11 08:31:00,2921,44,favorite,0,0,,0
4475,80930,2019-07-11 11:29:36,1599,11,like,0,0,,0
4476,27690,2019-05-03 09:23:24,2468,73,favorite,0,1,Танзания,0
4477,56464,2019-05-03 14:38:37,2397,15,favorite,0,0,,1
4478,91857,2019-12-21 18:26:03,1854,16,favorite,0,0,,0
4479,57266,2019-12-21 18:51:20,3930,16,like,0,0,,0
4480,14148,2019-09-18 21:42:21,2985,2,14],0,0,,0
4481,84985,2019-09-18 22:06:37,2759,71,dislike,0,0,,0
4482,51274,2019-09-19 00:54:10,2664,27,favorite,0,0,,0
4483,34650,2019-09-19 07:39:08,3371,49,like,0,0,,0
4484,70830,2019-12-06 21:04:08,3840,39,like,0,0,,0
4485,2312,2019-12-06 21:46:20,3250,28,77],0,0,,0
4486,10843,2019-12-05 14:38:21,3122,81,favorite,0,0,,1
4487,2208,2019-07-18 23:09:56,124,3,153,0,0,,0
4488,65693,2019-02-14 00:58:09,2073,15,like,0,0,,0
4489,25059,2019-02-14 08:55:28,2018,39,like,0,0,,0
4490,38264,2019-02-14 10:27:31,265,2,14],0,0,,0
4491,44848,2019-02-14 11:18:25,2051,16,like,0,0,,0
4492,45593,2019-02-14 12:58:01,190,2,14],0,0,,0
4493,22138,2019-12-22 16:42:15,3930,16,like,0,0,,0
4494,52998,2019-01-24 10:52:35,1970,81,like,0,0,,0
4495,34650,2019-01-24 13:30:05,1935,81,like,0,0,,0
4496,84844,2019-08-27 05:56:06,2091,13,favorite,0,0,,0
4497,41068,2019-09-12 17:05:28,1342,68,like,0,0,,0
4498,86818,2019-09-12 17:40:56,2401,16,like,0,0,,0
4499,62445,2019-09-12 18:38:39,3178,43,favorite,0,0,,0
4500,60734,2019-07-20 07:45:28,2991,43,favorite,0,0,,0
4501,3645,2019-08-26 17:29:21,3236,16,like,0,0,,0
4502,19043,2019-08-26 20:07:28,3237,16,like,0,0,,0
4503,13191,2019-01-23 10:29:34,174,81,dislike,0,0,,0
4504,25898,2019-01-23 10:47:35,192,81,dislike,0,0,,0
4505,61223,2019-01-23 20:15:28,1981,81,like,0,0,,0
4506,52574,2019-01-23 21:16:06,192,81,like,0,0,,0
4507,52574,2019-01-23 21:15:33,192,81,dislike,0,0,,0
4508,52574,2019-01-23 21:15:59,192,81,like,0,0,,0
4509,87324,2019-12-08 04:58:38,2092,13,like,0,0,,0
4510,75290,2019-08-01 18:45:08,3076,43,favorite,0,0,,0
4511,54043,2019-08-02 13:26:36,224,28,77],0,0,,0
4512,12850,2019-08-02 15:28:23,3078,55,favorite,0,0,,0
4513,51635,2019-08-02 17:09:47,2939,15,dislike,0,0,,0
4514,1761,2019-03-08 13:54:17,2135,39,like,0,0,,0
4515,10195,2019-03-08 14:54:45,2077,73,like,0,0,,0
4516,40156,2019-03-08 22:36:47,2098,46,like,0,0,,0
4517,32268,2019-07-24 09:23:54,2322,52,favorite,0,0,,0
4518,2313,2019-10-25 17:54:50,3631,43,favorite,0,0,,0
4519,69782,2019-10-25 20:19:45,3631,43,like,0,0,,0
4520,7892,2019-10-25 20:49:57,1342,68,like,0,0,,0
4521,22161,2019-10-25 21:19:18,1342,68,like,0,0,,0
4522,42286,2019-10-06 07:15:57,3491,71,favorite,0,0,,0
4523,63094,2019-06-26 14:12:31,2383,9,like,0,0,,0
4524,53450,2019-06-26 16:57:18,349,28,77],0,0,,0
4525,42942,2019-12-11 19:12:03,3866,71,favorite,0,0,,0
4526,56576,2019-06-07 21:16:09,1949,81,like,0,0,,0
4527,11278,2019-06-08 01:32:22,2691,81,favorite,0,0,,0
4528,19043,2019-06-08 02:37:42,2667,69,favorite,0,0,,0
4529,19043,2019-06-08 02:37:42,2667,69,like,0,0,,0
4530,78621,2019-06-08 11:47:18,2389,10,180,0,0,,0
4531,38206,2019-02-11 13:04:52,401,30,like,0,0,,0
4532,53927,2019-02-11 14:20:55,2051,16,like,0,0,,0
4533,13332,2019-02-11 18:42:36,137,3,153,0,0,,0
4534,9280,2019-06-15 06:48:11,349,28,77],0,0,,0
4535,21521,2019-06-15 08:53:54,2636,43,favorite,0,0,,0
4536,21521,2019-06-15 08:56:02,2686,49,favorite,0,0,,0
4537,10823,2019-06-15 14:07:35,2569,16,favorite,0,0,,0
4538,3645,2019-04-22 22:10:20,2322,52,favorite,0,0,,0
4539,22161,2019-04-23 15:19:46,224,28,77],0,0,,0
4540,61732,2019-03-02 03:53:29,2018,39,like,0,0,,0
4541,56992,2019-03-02 08:03:51,265,2,14],0,0,,0
4542,61223,2019-09-06 14:13:26,3306,78,like,0,0,,0
4543,61223,2019-09-06 14:12:28,3275,35,101],0,0,,0
4544,46954,2019-09-06 14:26:19,3309,71,favorite,0,0,,0
4545,54694,2019-09-06 15:25:07,3284,26,favorite,0,0,,0
4546,69296,2019-03-05 15:32:11,401,30,like,0,0,,0
4547,93338,2019-03-05 15:35:35,224,28,77],0,0,,0
4548,19043,2019-08-23 14:00:47,3224,81,like,0,0,,1
4549,19043,2019-08-23 14:00:48,3224,81,favorite,0,0,,1
4550,3645,2019-08-23 14:11:38,2828,81,favorite,0,0,,0
4551,73216,2019-08-23 16:56:30,1949,81,favorite,0,0,,0
4552,73216,2019-08-23 16:56:57,3155,71,favorite,0,0,,0
4553,56464,2019-08-23 18:31:24,1854,16,favorite,0,0,,0
4554,33479,2019-08-23 19:32:17,3172,16,like,0,0,,0
4555,27622,2019-06-19 04:02:04,2759,71,favorite,0,0,,0
4556,34650,2019-06-19 07:24:16,2759,71,like,0,0,,0
4557,34650,2019-06-19 07:21:11,2748,69,like,0,0,,0
4558,34650,2019-06-19 07:21:11,2748,69,favorite,0,0,,0
4559,22161,2019-07-02 15:52:59,2830,51,favorite,0,0,,0
4560,79503,2019-07-02 17:10:36,2855,41,favorite,0,0,,0
4561,34650,2019-07-02 19:03:50,2862,44,like,0,0,,0
4562,25128,2019-06-12 01:01:54,2592,71,favorite,0,0,,0
4563,25128,2019-06-12 01:03:29,2371,20,favorite,0,0,,0
4564,25128,2019-06-12 01:04:58,2562,51,favorite,1,0,,0
4565,25128,2019-06-12 01:06:16,2665,51,favorite,1,0,,0
4566,25128,2019-06-12 01:02:06,1498,3,153,0,0,,0
4567,74388,2019-06-12 06:57:54,2715,49,favorite,0,0,,0
4568,34650,2019-06-12 09:37:39,2732,55,favorite,0,0,,0
4569,34650,2019-06-12 09:39:13,2716,78,like,0,0,,0
4570,11460,2019-09-09 19:24:50,3156,49,like,0,0,,0
4571,24042,2019-09-09 19:55:31,3307,81,like,0,0,,0
4572,86702,2019-09-14 15:46:27,2401,16,favorite,0,0,,0
4573,34860,2019-09-14 21:30:15,3307,81,like,0,0,,0
4574,66625,2019-08-15 17:14:41,3172,16,like,0,0,,0
4575,66219,2019-08-15 18:43:56,3172,16,favorite,0,0,,0
4576,46549,2019-09-29 20:47:35,3449,51,favorite,0,0,,0
4577,65693,2019-11-26 21:57:51,3780,71,favorite,0,0,,0
4578,27690,2019-11-26 22:21:30,2083,49,favorite,0,0,,0
4579,64429,2019-11-26 22:44:00,3818,39,like,0,0,,0
4580,21445,2019-11-26 22:49:41,3801,81,favorite,0,0,,0
4581,61223,2019-01-29 17:44:29,1855,16,like,0,0,,0
4582,63287,2019-01-29 23:53:35,265,81,like,0,0,,0
4583,23156,2019-01-30 00:15:25,1868,81,like,0,0,,1
4584,52099,2019-01-30 12:15:01,299,28,77],0,0,,0
4585,52998,2019-07-22 11:20:05,2465,52,favorite,0,0,,0
4586,71488,2019-07-22 13:53:32,224,28,77],0,0,,0
4587,18176,2019-07-22 14:52:31,2240,45,176,0,0,,0
4588,10843,2019-10-07 23:39:49,3497,81,favorite,0,0,,0
4589,56033,2019-10-08 04:17:08,3386,18,like,0,0,,0
4590,60173,2019-03-16 11:24:19,2018,39,like,0,0,,0
4591,39545,2019-03-16 18:08:36,224,28,77],0,0,,0
4592,14443,2019-12-16 09:28:17,3284,26,like,0,0,,0
4593,16110,2019-12-16 10:11:42,2397,15,like,0,0,,1
4594,7750,2019-10-22 09:13:05,3607,44,favorite,0,0,,0
4595,60581,2019-10-22 10:33:26,3029,51,favorite,0,0,,0
4596,15032,2019-01-31 00:35:48,1698,36,dislike,0,0,,0
4597,15032,2019-01-31 00:35:59,1993,29,dislike,0,0,,0
4598,91998,2019-01-31 01:54:54,265,2,14],0,0,,0
4599,50665,2019-01-31 16:37:34,191,2,14],0,0,,0
4600,82036,2019-07-31 10:43:35,2594,81,favorite,0,0,,0
4601,53327,2019-07-31 14:37:38,2945,39,favorite,0,1,,0
4602,26731,2019-09-17 13:19:45,3369,55,like,0,0,,0
4603,3645,2019-09-17 13:21:10,3370,44,like,0,0,,0
4604,22429,2019-05-25 21:26:13,2525,52,favorite,0,0,,0
4605,61223,2019-05-26 09:00:07,2434,78,like,0,0,,0
4606,22161,2019-05-26 14:21:06,2583,44,favorite,0,0,,0
4607,4324,2019-05-26 14:42:12,2608,51,favorite,1,0,,0
4608,86483,2019-11-10 14:05:44,3529,16,favorite,0,0,,0
4609,51837,2019-12-26 15:34:16,3847,81,dislike,0,0,,0
4610,3252,2019-12-26 17:02:33,4011,39,like,0,0,,0
4611,51635,2019-09-23 07:20:24,3370,44,dislike,0,0,,0
4612,42211,2019-09-23 10:33:39,224,28,77],0,0,,0
4613,10056,2019-08-14 21:54:08,1342,68,like,0,0,,0
4614,66389,2019-08-14 22:13:48,3161,15,like,0,0,,1
4615,10521,2019-11-20 12:24:02,3739,81,like,0,0,,0
4616,17466,2019-12-29 18:38:35,3362,81,favorite,0,0,,0
4617,54111,2019-08-26 02:01:36,224,28,77],0,0,,0
4618,46446,2019-08-26 02:51:47,2538,81,favorite,0,0,,0
4619,21445,2019-08-26 09:45:30,3212,51,favorite,1,0,,0
4620,21445,2019-08-26 09:45:41,3212,51,like,1,0,,0
4621,39123,2019-04-14 21:15:55,2340,39,favorite,0,0,,0
4622,3645,2019-04-14 21:36:56,2206,53,favorite,0,0,,0
4623,50571,2019-04-15 00:05:05,2358,44,favorite,0,0,,0
4624,39841,2019-04-15 06:45:48,2331,49,like,0,0,,0
4625,19043,2019-09-21 21:45:03,3386,18,like,0,0,,0
4626,19043,2019-09-21 21:45:04,3386,18,favorite,0,0,,0
4627,78571,2019-09-21 22:16:08,3097,57,like,0,0,,0
4628,78571,2019-09-21 22:16:38,2544,46,like,0,0,,0
4629,23154,2019-09-14 23:01:33,2043,81,dislike,0,0,,0
4630,58888,2019-09-14 23:19:57,2981,20,favorite,0,1,,0
4631,60632,2019-09-15 05:02:34,1342,68,like,0,0,,0
4632,43412,2019-06-16 06:14:23,1933,16,like,0,0,,0
4633,71254,2019-06-16 09:42:41,349,28,77],0,0,,0
4634,43564,2019-06-16 09:52:14,2654,46,like,0,0,,0
4635,43564,2019-06-16 09:52:15,2654,46,favorite,0,0,,0
4636,76780,2019-06-16 10:48:36,349,28,77],0,0,,0
4637,35578,2019-01-16 11:23:00,132,81,like,0,0,,0
4638,6493,2019-01-16 14:25:46,1949,81,like,0,0,,0
4639,22161,2019-11-12 16:14:50,3529,16,favorite,0,0,,0
4640,21813,2019-05-01 12:04:33,2383,9,favorite,0,0,,0
4641,18562,2019-05-01 13:50:35,2283,53,like,0,0,,0
4642,3489,2019-05-01 15:56:12,224,28,77],0,0,,0
4643,41491,2019-05-01 16:56:48,2476,43,favorite,0,0,,0
4644,56699,2019-08-20 09:46:19,3208,55,like,0,0,,0
4645,27690,2019-08-20 10:04:54,3200,71,favorite,0,0,,0
4646,37952,2019-08-20 10:15:07,3208,55,like,0,0,,0
4647,34650,2019-03-15 13:13:15,2183,73,like,0,0,,0
4648,34005,2019-03-15 14:34:53,2071,8,favorite,0,0,,0
4649,15475,2019-03-15 19:37:25,265,2,14],0,0,,0
4650,43145,2019-03-15 19:56:58,2018,39,favorite,0,0,,0
4651,18248,2019-03-15 20:06:27,1594,81,favorite,0,0,,0
4652,18725,2019-03-15 20:56:02,125,3,153,0,0,,0
4653,18725,2019-03-15 20:56:04,125,3,153,0,0,,0
4654,32473,2019-03-15 22:00:55,1989,73,favorite,0,0,,0
4655,32473,2019-03-15 22:01:00,313,2,14],0,0,,0
4656,57793,2019-01-17 00:13:52,191,81,like,0,0,,0
4657,61223,2019-01-17 08:32:50,1646,81,like,0,0,,0
4658,61223,2019-01-17 08:33:01,1381,81,like,0,0,,0
4659,61223,2019-01-17 08:31:44,1956,81,like,0,0,,0
4660,10697,2019-01-17 09:05:50,192,81,like,0,0,,0
4661,6524,2019-01-17 09:01:48,265,81,dislike,0,0,,0
4662,19008,2019-04-03 11:50:35,1041,2,14],0,0,,0
4663,53923,2019-04-03 12:17:50,2290,39,like,0,0,,0
4664,42286,2019-04-03 13:17:11,2283,53,favorite,0,0,,0
4665,10843,2019-12-13 14:48:42,3864,49,favorite,0,0,,0
4666,70840,2019-09-10 07:04:02,224,28,77],0,0,,0
4667,27690,2019-09-10 07:12:54,3326,44,favorite,0,0,,0
4668,85506,2019-09-10 07:47:39,2070,10,177,0,0,,0
4669,42942,2019-09-10 09:35:45,3280,81,favorite,0,0,,0
4670,56464,2019-09-10 11:20:58,3236,16,favorite,0,0,,0
4671,9726,2019-01-26 12:59:52,1485,81,dislike,0,0,,0
4672,9726,2019-01-26 12:58:41,617,81,dislike,0,0,,0
